year;month;day;hour;min;sec;ID_CAVE;lat;lon;dep;mag;qID;cID;nbrach;qnpair;qndiffP;qndiffS;rmsP;rmsS;eh;ez;et;latC;lonC;depC
2017;1;29;8;27;43;21652;6.706;-73.211;143.3;1.3;9482;37928;1;0;0;0;0;0;-1;-1;-1;6.706;-73.211;143.3
2017;1;6;9;39;16;20899;6.627;-73.188;143.3;1.3;9571;19141;1;0;0;0;0;0;-1;-1;-1;6.627;-73.188;143.3
2017;2;17;0;44;46;22216;6.753;-73.117;143.3;1.3;10356;20711;1;0;0;0;0;0;-1;-1;-1;6.753;-73.117;143.3
2017;2;11;6;15;59;22051;6.728;-73.095;143.3;0.9;10675;21349;1;0;0;0;0;0;-1;-1;-1;6.728;-73.095;143.3
2017;2;11;13;7;31;22064;6.777;-73.145;143.3;1.6;10683;7943;1;0;0;0;0;0;-1;-1;-1;6.777;-73.145;143.3
2017;2;22;14;29;45;22429;6.703;-73.19;143.3;1.3;10988;21975;1;0;0;0;0;0;-1;-1;-1;6.703;-73.19;143.3
2017;5;30;2;52;29;24880;6.786;-73.127;143.3;2.2;13243;26485;1;0;0;0;0;0;-1;-1;-1;6.786;-73.127;143.3
2017;6;9;20;53;1;25090;6.709;-73.104;143.3;1.9;13646;27291;1;0;0;0;0;0;-1;-1;-1;6.709;-73.104;143.3
2017;8;13;5;11;34;26528;6.794;-73.046;143.3;1.5;15171;4035;1;0;0;0;0;0;-1;-1;-1;6.794;-73.046;143.3
2017;8;23;21;28;49;26804;6.908;-72.959;143.3;1.6;15362;30723;1;0;0;0;0;0;-1;-1;-1;6.908;-72.959;143.3
2017;9;12;12;34;22;27327;6.817;-73.116;143.3;2;16081;19180;1;0;0;0;0;0;-1;-1;-1;6.817;-73.116;143.3
2017;9;12;12;46;2;27328;6.755;-73.18;143.3;1.4;16557;36795;1;0;0;0;0;0;-1;-1;-1;6.755;-73.18;143.3
2017;9;27;14;43;22;27695;6.78;-73.143;143.3;1.8;16654;34497;1;0;0;0;0;0;-1;-1;-1;6.78;-73.143;143.3
2017;9;20;13;57;54;27544;6.826;-73.153;143.3;1.3;16681;36236;1;0;0;0;0;0;-1;-1;-1;6.826;-73.153;143.3
2017;10;29;7;19;44;28573;6.721;-73.148;143.3;1.3;17683;35111;1;0;0;0;0;0;-1;-1;-1;6.721;-73.148;143.3
2017;11;1;13;42;40;28717;6.736;-73.215;143.3;1.2;18371;36741;1;0;0;0;0;0;-1;-1;-1;6.736;-73.215;143.3
2017;11;14;0;19;36;29091;6.862;-73.12;143.3;1.3;18501;37002;1;0;0;0;0;0;-1;-1;-1;6.862;-73.12;143.3
2018;1;23;2;39;5;30602;6.831;-73.173;143.3;1.5;20159;20158;1;0;0;0;0;0;-1;-1;-1;6.831;-73.173;143.3
2018;2;23;8;28;11;31151;6.825;-73.153;143.3;1.7;20396;40791;1;0;0;0;0;0;-1;-1;-1;6.825;-73.153;143.3
2018;4;23;23;11;53;117342;6.865;-73.156;143.3;1.7;22877;7373;1;0;0;0;0;0;-1;-1;-1;6.865;-73.156;143.3
2018;11;12;17;10;48.825;124007;6.84589;-73.1622;143.3;2.1;28873;36;46;11;17;8;0.07;0.17;-1;-1;-1;6.845;-73.175;144.28
2018;11;7;5;45;37;123833;6.828;-73.228;143.3;1.4;29352;29351;1;0;0;0;0;0;-1;-1;-1;6.828;-73.228;143.3
2018;12;3;3;31;16;124824;6.846;-73.141;143.3;1.5;30460;30459;1;0;0;0;0;0;-1;-1;-1;6.846;-73.141;143.3
2019;4;30;7;3;0;131564;6.799;-73.158;143.3;1.8;35546;35545;1;0;0;0;0;0;-1;-1;-1;6.799;-73.158;143.3
2019;12;4;18;17;46;139990;6.819;-73.208;143.3;1.4;44106;7681;1;0;0;0;0;0;-1;-1;-1;6.819;-73.208;143.3
2020;1;1;13;33;2;141206;6.781;-73.16;143.3;1.2;45247;29888;1;0;0;0;0;0;-1;-1;-1;6.781;-73.16;143.3
2020;6;22;6;45;26;148626;6.815;-73.175;143.3;1.7;52145;12562;1;0;0;0;0;0;-1;-1;-1;6.815;-73.175;143.3
2021;1;21;10;58;18;156759;6.803;-73.157;143.3;1.7;59578;8203;1;0;0;0;0;0;-1;-1;-1;6.803;-73.157;143.3
2021;1;23;18;15;53;156854;6.875;-73.164;143.3;1.8;59963;21324;1;0;0;0;0;0;-1;-1;-1;6.875;-73.164;143.3
2021;2;5;21;52;24;157338;6.689;-73.245;143.3;1.8;61119;8543;1;0;0;0;0;0;-1;-1;-1;6.689;-73.245;143.3
2021;6;23;22;43;43;162206;6.791;-73.252;143.3;1.5;65086;18858;1;0;0;0;0;0;-1;-1;-1;6.791;-73.252;143.3
2021;12;1;2;41;25;167988;6.796;-73.158;143.3;1.5;70391;33237;1;0;0;0;0;0;-1;-1;-1;6.796;-73.158;143.3
2021;12;18;3;49;21;168618;6.802;-73.205;143.3;1.7;70683;36459;1;0;0;0;0;0;-1;-1;-1;6.802;-73.205;143.3
2018;4;14;15;33;20.336;117012;6.80556;-73.1538;143.302;2.3;22138;1;14686;348;477;251;0.14;0.26;-1;-1;-1;6.793;-73.159;142.11
2019;5;16;10;0;9.933;132243;6.79101;-73.14053;143.303;2;36483;1;14686;81;112;88;0.19;0.32;-1;-1;-1;6.755;-73.148;140.92
2020;3;12;11;41;20.053;144198;6.79762;-73.11763;143.303;2.3;47990;1;14686;498;612;286;0.25;0.25;-1;-1;-1;6.793;-73.114;145
2017;11;30;5;16;26.094;29514;6.80097;-73.14664;143.305;1.5;18355;1;14686;456;723;204;0.17;0.22;-1;-1;-1;6.822;-73.162;141.8
2017;2;21;13;55;19.917;22398;6.80368;-73.15095;143.306;2.5;10468;1;14686;252;566;111;0.13;0.2;-1;-1;-1;6.777;-73.146;141.6
2020;3;5;7;24;22.261;143875;6.80153;-73.14934;143.307;2;47733;1;14686;481;669;435;0.15;0.27;-1;-1;-1;6.818;-73.151;142.09
2020;4;19;7;35;7.07;146020;6.8056;-73.16138;143.307;2;49639;1;14686;447;1047;244;0.13;0.24;-1;-1;-1;6.835;-73.189;144.11
2016;3;17;8;57;21.877;14255;6.80578;-73.15302;143.308;2.6;1557;1;14686;533;1088;395;0.15;0.2;-1;-1;-1;6.796;-73.144;142.2
2017;3;13;18;22;3.241;22972;6.81792;-73.14337;143.308;1.4;11198;1;14686;276;221;125;0.28;0.63;-1;-1;-1;6.815;-73.161;142.6
2018;11;23;18;5;16.879;124423;6.80032;-73.14849;143.308;1.6;29111;1;14686;635;556;644;0.14;0.18;-1;-1;-1;6.807;-73.154;144
2016;12;26;5;22;14.836;20500;6.79767;-73.15317;143.31;1.5;8398;1;14686;519;1005;300;0.13;0.21;-1;-1;-1;6.784;-73.118;143.5
2018;4;1;2;4;14;116530;6.831;-73.195;143.31;1.7;21878;21877;1;0;0;0;0;0;-1;-1;-1;6.831;-73.195;143.31
2018;8;7;6;25;43;120341;6.788;-73.203;143.31;1.7;26026;25173;1;0;0;0;0;0;-1;-1;-1;6.788;-73.203;143.31
2019;3;13;15;51;55;129444;6.77;-73.19;143.31;1.8;34498;30583;1;0;0;0;0;0;-1;-1;-1;6.77;-73.19;143.31
2019;10;8;9;27;49;137698;6.857;-73.173;143.31;1.7;41779;32476;1;0;0;0;0;0;-1;-1;-1;6.857;-73.173;143.31
2020;2;11;7;23;50;142872;6.76;-73.173;143.31;1.4;46725;28869;1;0;0;0;0;0;-1;-1;-1;6.76;-73.173;143.31
2020;5;19;6;52;35.712;147283;6.82223;-73.21455;143.31;1.8;50893;22;72;6;3;8;0.02;0.02;-1;-1;-1;6.832;-73.204;145.65
2020;9;10;23;56;59;151717;6.815;-73.18;143.31;2.3;55730;23373;1;0;0;0;0;0;-1;-1;-1;6.815;-73.18;143.31
2020;12;29;1;33;15;155841;6.71;-73.144;143.31;1.7;58613;5243;1;0;0;0;0;0;-1;-1;-1;6.71;-73.144;143.31
2021;3;23;9;49;53;158881;6.737;-73.184;143.31;1.4;61573;8682;1;0;0;0;0;0;-1;-1;-1;6.737;-73.184;143.31
2021;8;27;10;9;49.586;164644;6.78217;-73.14942;143.31;2.5;66816;2;2607;26;53;4;0.33;0.65;-1;-1;-1;6.784;-73.155;143.24
2017;6;8;10;2;20.296;25059;6.79679;-73.13724;143.311;2.3;13631;1;14686;440;864;190;0.15;0.2;-1;-1;-1;6.794;-73.142;143.5
2017;12;25;22;38;51.985;30058;6.80515;-73.16439;143.311;1.5;19385;1;14686;506;635;425;0.08;0.17;-1;-1;-1;6.79;-73.164;144.5
2020;1;17;14;57;38.564;141834;6.82869;-73.12472;143.313;2.4;45746;24;70;13;9;9;0.35;0.42;-1;-1;-1;6.815;-73.152;142.57
2016;7;17;11;44;34.872;16283;6.80007;-73.15083;143.315;2.2;3853;1;14686;506;876;307;0.17;0.21;-1;-1;-1;6.78;-73.137;145.7
2017;5;9;9;56;42.022;24466;6.80023;-73.14586;143.315;1.9;12943;1;14686;326;807;278;0.11;0.17;-1;-1;-1;6.798;-73.144;139.3
2020;7;11;12;26;24.14;149421;6.80982;-73.16976;143.315;2.1;52942;1;14686;242;410;122;0.13;0.17;-1;-1;-1;6.83;-73.187;138.9
2021;12;19;11;14;37.756;168678;6.82189;-73.13439;143.315;2.2;70719;20;76;11;26;16;0.09;0.26;-1;-1;-1;6.835;-73.128;143.37
2019;12;26;2;49;33.365;140919;6.79728;-73.14023;143.316;1.8;44813;1;14686;438;678;265;0.16;0.19;-1;-1;-1;6.783;-73.118;144.04
2016;7;16;6;53;25.919;16251;6.80061;-73.15512;143.317;3;3829;1;14686;498;1381;181;0.14;0.24;-1;-1;-1;6.777;-73.143;145.1
2017;2;25;10;10;25.164;22512;6.79318;-73.13593;143.318;1.5;10534;1;14686;404;551;143;0.13;0.24;-1;-1;-1;6.796;-73.144;142.7
2018;10;12;22;25;30;122857;6.816;-73.155;143.32;1.8;27750;11730;1;0;0;0;0;0;-1;-1;-1;6.816;-73.155;143.32
2018;10;12;15;46;29;122846;6.843;-73.21;143.32;1.3;28517;5679;1;0;0;0;0;0;-1;-1;-1;6.843;-73.21;143.32
2020;2;6;2;14;52;142668;6.794;-73.164;143.32;1.7;46566;3041;1;0;0;0;0;0;-1;-1;-1;6.794;-73.164;143.32
2020;3;28;10;27;18;144971;6.891;-73.121;143.32;1.4;48604;27584;1;0;0;0;0;0;-1;-1;-1;6.891;-73.121;143.32
2020;3;8;21;0;44;144024;6.815;-73.199;143.32;1.6;48795;13726;1;0;0;0;0;0;-1;-1;-1;6.815;-73.199;143.32
2020;8;24;14;0;53;151049;6.814;-73.178;143.32;2;54675;5983;1;0;0;0;0;0;-1;-1;-1;6.814;-73.178;143.32
2020;11;13;15;33;31;154178;6.873;-73.15;143.32;1.6;57755;30252;1;0;0;0;0;0;-1;-1;-1;6.873;-73.15;143.32
2020;12;29;3;56;38;155847;6.821;-73.174;143.32;1.9;58969;21826;1;0;0;0;0;0;-1;-1;-1;6.821;-73.174;143.32
2021;10;13;13;10;31;166296;6.691;-73.237;143.32;1.7;69030;30635;1;0;0;0;0;0;-1;-1;-1;6.691;-73.237;143.32
2016;3;31;17;22;19.246;14611;6.82015;-73.18755;143.321;1.9;1813;1;14686;392;476;290;0.16;0.12;-1;-1;-1;6.805;-73.181;144.4
2016;4;21;18;41;3.712;15058;6.80554;-73.15892;143.321;2.4;2454;1;14686;466;718;227;0.21;0.26;-1;-1;-1;6.8;-73.15;142
2017;3;1;1;57;14.721;22616;6.79619;-73.13053;143.321;2.3;11004;1;14686;497;870;180;0.18;0.26;-1;-1;-1;6.794;-73.122;142.5
2017;4;5;4;31;37.017;23588;6.80154;-73.14478;143.321;2;12033;1;14686;260;455;269;0.15;0.15;-1;-1;-1;6.815;-73.134;137.8
2018;4;28;4;55;34.765;117499;6.80012;-73.15548;143.323;2.2;22402;1;14686;402;1065;202;0.15;0.18;-1;-1;-1;6.786;-73.161;143
2019;5;15;22;53;54.722;132209;6.80636;-73.16179;143.323;1.7;36468;1;14686;424;587;347;0.1;0.21;-1;-1;-1;6.813;-73.169;139.93
2017;1;14;22;40;8.827;21166;6.80225;-73.15157;143.324;3.1;9211;1;14686;510;996;258;0.17;0.21;-1;-1;-1;6.784;-73.142;143.6
2019;7;27;20;30;54.938;134905;6.78725;-73.14974;143.324;2.7;38894;1;14686;809;1536;576;0.21;0.27;-1;-1;-1;6.82;-73.147;145.29
2017;5;16;21;24;6.757;24652;6.80004;-73.15049;143.325;2.5;13054;1;14686;497;1087;469;0.22;0.22;-1;-1;-1;6.805;-73.116;141.6
2019;1;30;0;41;22.536;127556;6.80345;-73.14883;143.325;2.4;31720;1;14686;283;473;205;0.18;0.18;-1;-1;-1;6.842;-73.187;143
2020;10;16;7;0;58.634;153093;6.78522;-73.1398;143.325;2.1;56176;2;2607;17;19;15;0.11;0.28;-1;-1;-1;6.791;-73.138;143.71
2018;12;22;13;59;27.115;125686;6.80871;-73.1956;143.326;1.6;30692;1580;2;1;1;2;0;0;-1;-1;-1;6.81;-73.199;144.1
2016;3;21;7;37;2.684;14346;6.8031;-73.14223;143.327;2.6;1619;1;14686;413;844;174;0.12;0.37;-1;-1;-1;6.823;-73.146;140.2
2017;7;14;5;11;12.621;25709;6.79772;-73.15167;143.328;1.8;14384;1;14686;377;844;147;0.17;0.19;-1;-1;-1;6.773;-73.113;144.7
2018;9;9;14;51;42.668;121537;6.79878;-73.1556;143.328;2;26559;1;14686;604;929;300;0.1;0.21;-1;-1;-1;6.814;-73.141;142.91
2021;7;10;23;26;0.086;162870;6.76445;-73.19075;143.328;1.9;65452;106;14;5;3;5;0.01;0.01;-1;-1;-1;6.766;-73.188;141.02
2017;2;28;4;20;58.583;22592;6.79331;-73.12219;143.329;2.5;10573;1;14686;392;668;299;0.16;0.3;-1;-1;-1;6.789;-73.105;143.7
2017;11;3;7;43;16.556;28782;6.79754;-73.14592;143.329;1.6;18396;1;14686;489;959;179;0.19;0.25;-1;-1;-1;6.806;-73.171;143.9
2019;2;9;15;36;34.705;127993;6.79164;-73.14032;143.329;2;32644;1;14686;43;54;21;0.2;0.21;-1;-1;-1;6.766;-73.151;140.84
2019;9;8;3;46;35.651;136367;6.85089;-73.17036;143.329;1.8;40551;13;231;6;5;5;0.28;0.23;-1;-1;-1;6.827;-73.18;143.41
2019;10;11;8;22;33;137799;6.817;-73.157;143.33;1.4;42009;2630;1;0;0;0;0;0;-1;-1;-1;6.817;-73.157;143.33
2020;1;28;1;22;34.817;142322;6.79918;-73.1526;143.33;2;46132;1;14686;648;1286;503;0.15;0.18;-1;-1;-1;6.825;-73.149;143
2020;1;5;8;19;1;141382;6.825;-73.195;143.33;1;46371;7273;1;0;0;0;0;0;-1;-1;-1;6.825;-73.195;143.33
2020;6;26;4;21;46;148798;6.833;-73.188;143.33;1.8;52283;4504;1;0;0;0;0;0;-1;-1;-1;6.833;-73.188;143.33
2020;10;27;2;33;40;153537;6.977;-73.102;143.33;1.8;56834;5048;1;0;0;0;0;0;-1;-1;-1;6.977;-73.102;143.33
2021;2;20;8;16;16;157850;6.77;-73.042;143.33;1.7;60634;10508;1;0;0;0;0;0;-1;-1;-1;6.77;-73.042;143.33
2021;5;17;10;16;25;160822;6.766;-73.156;143.33;1.2;63903;19366;1;0;0;0;0;0;-1;-1;-1;6.766;-73.156;143.33
2021;6;9;0;45;44;161687;6.747;-73.204;143.33;1.5;64901;18926;1;0;0;0;0;0;-1;-1;-1;6.747;-73.204;143.33
2021;7;16;10;53;6;163095;6.812;-73.128;143.33;1.8;65573;16680;1;0;0;0;0;0;-1;-1;-1;6.812;-73.128;143.33
2019;5;29;22;2;4.53;132824;6.80082;-73.1484;143.331;2.1;37238;1;14686;309;455;376;0.1;0.18;-1;-1;-1;6.777;-73.138;141.64
2016;9;17;6;24;5.259;17691;6.79519;-73.14452;143.332;1.7;5368;1;14686;334;512;385;0.16;0.29;-1;-1;-1;6.786;-73.121;140.6
2016;10;7;3;31;18.987;18213;6.79804;-73.14476;143.332;1.8;6065;1;14686;631;956;365;0.14;0.26;-1;-1;-1;6.796;-73.146;144
2019;7;7;3;29;37.178;134113;6.7654;-73.16622;143.332;1.8;39061;2;2607;107;122;37;0.21;0.42;-1;-1;-1;6.769;-73.146;143.26
2019;7;24;18;24;4.637;134789;6.79298;-73.07999;143.332;1.7;39240;361;5;3;1;4;0;0;-1;-1;-1;6.785;-73.081;145
2020;5;29;20;56;18.465;147681;6.84466;-73.1569;143.332;2.5;51223;13;231;21;31;18;0.18;0.09;-1;-1;-1;6.822;-73.152;143.16
2021;3;20;9;0;26.292;158776;6.80901;-73.15208;143.332;2.4;61514;1;14686;46;82;36;0.26;0.83;-1;-1;-1;6.801;-73.145;141.13
2018;1;3;23;16;15.75;30264;6.79782;-73.17298;143.333;2;19571;1;14686;263;419;116;0.14;0.24;-1;-1;-1;6.768;-73.15;147.5
2016;8;15;15;35;28.609;16932;6.77157;-73.14501;143.334;1.9;4573;6;479;22;27;16;0.16;0.22;-1;-1;-1;6.777;-73.154;144
2017;3;19;6;36;22.213;23128;6.79505;-73.13577;143.334;1.6;11286;1;14686;461;725;36;0.16;0.52;-1;-1;-1;6.805;-73.111;144.8
2019;8;26;2;2;30.056;135901;6.79458;-73.14465;143.334;1.8;39876;1;14686;207;313;24;0.1;0.21;-1;-1;-1;6.781;-73.157;141.25
2019;10;4;10;20;44.065;137514;6.7692;-73.09944;143.334;1.9;41683;594;3;2;4;3;0.04;0;-1;-1;-1;6.784;-73.102;145.13
2016;10;14;10;22;6.045;18412;6.7995;-73.175;143.335;1.5;6151;2038;2;1;1;2;0;0;-1;-1;-1;6.798;-73.172;144.4
2018;3;27;23;34;52.151;116355;6.79782;-73.14293;143.335;1.9;21342;1;14686;271;695;260;0.1;0.15;-1;-1;-1;6.782;-73.129;139.38
2019;5;10;3;55;18.399;131993;6.79134;-73.14264;143.335;2.2;36336;1;14686;134;188;52;0.19;0.25;-1;-1;-1;6.76;-73.122;142.84
2020;1;20;21;49;20.735;141947;6.81776;-73.1484;143.335;2.2;45839;1;14686;418;526;218;0.17;0.24;-1;-1;-1;6.782;-73.129;144.66
2019;2;6;7;25;47.815;127862;6.7946;-73.13417;143.337;1.9;33100;1;14686;602;1004;379;0.09;0.17;-1;-1;-1;6.8;-73.129;142.58
2019;12;29;15;45;24.003;141054;6.79175;-73.14056;143.337;1.9;44921;1;14686;69;92;46;0.22;0.33;-1;-1;-1;6.751;-73.16;142.02
2020;9;12;16;42;51.814;151802;6.80475;-73.16872;143.337;2;55172;1;14686;505;812;197;0.13;0.35;-1;-1;-1;6.793;-73.158;143.96
2019;12;22;15;41;12.306;140791;6.78837;-73.14427;143.338;1.9;44730;1;14686;265;174;163;0.11;0.27;-1;-1;-1;6.805;-73.151;142.4
2017;1;10;8;42;36.675;21018;6.79117;-73.12665;143.339;1.8;9120;1;14686;322;717;137;0.19;0.28;-1;-1;-1;6.803;-73.105;140
2018;6;5;18;20;55.593;118723;6.80418;-73.18002;143.34;2.8;23934;1;14686;61;197;18;0.22;0.17;-1;-1;-1;6.799;-73.2;139.73
2019;3;10;3;0;54;129248;6.801;-73.171;143.34;1.7;33769;17619;1;0;0;0;0;0;-1;-1;-1;6.801;-73.171;143.34
2019;8;13;22;0;39;135481;6.736;-73.138;143.34;1.8;39659;39658;1;0;0;0;0;0;-1;-1;-1;6.736;-73.138;143.34
2019;9;7;20;30;12.243;136350;6.79354;-73.12417;143.34;2.3;40543;1;14686;669;1048;189;0.23;0.18;-1;-1;-1;6.794;-73.14;146.96
2020;3;21;18;33;16;144608;6.889;-73.179;143.34;1.7;48330;27758;1;0;0;0;0;0;-1;-1;-1;6.889;-73.179;143.34
2020;8;15;15;20;27;150735;6.802;-73.196;143.34;1.7;54152;24160;1;0;0;0;0;0;-1;-1;-1;6.802;-73.196;143.34
2020;11;6;6;37;26;153917;6.79;-73.172;143.34;1.5;58016;22257;1;0;0;0;0;0;-1;-1;-1;6.79;-73.172;143.34
2021;9;19;15;39;4;165525;6.766;-73.069;143.34;1.7;68399;34732;1;0;0;0;0;0;-1;-1;-1;6.766;-73.069;143.34
2016;1;19;7;10;52.173;13120;6.80927;-73.15852;143.342;2;291;1;14686;308;801;202;0.14;0.33;-1;-1;-1;6.841;-73.152;140.7
2016;6;18;20;38;25.023;15679;6.7035;-73.18925;143.342;1.7;3148;1127;2;1;2;1;0;0;-1;-1;-1;6.695;-73.178;142
2017;11;23;8;5;32.268;29329;6.8081;-73.15526;143.342;1.3;18559;1;14686;599;593;430;0.11;0.2;-1;-1;-1;6.817;-73.168;145.5
2019;11;13;23;18;57.963;139062;6.80094;-73.15625;143.343;2;43134;1;14686;695;1448;644;0.16;0.22;-1;-1;-1;6.821;-73.142;142.95
2017;1;17;0;13;14.188;21242;6.81514;-73.15403;143.344;2;9248;1;14686;350;511;152;0.13;0.53;-1;-1;-1;6.796;-73.151;142
2018;5;1;4;54;28.163;117621;6.76513;-73.13534;143.344;2.2;22918;6;479;17;17;11;0.12;0.22;-1;-1;-1;6.789;-73.148;144.53
2017;2;17;2;54;55.788;22218;6.69123;-73.11961;143.345;1.5;10358;1378;2;1;3;1;0;0;-1;-1;-1;6.678;-73.12;143.2
2018;10;18;18;46;55.274;123074;6.80444;-73.1501;143.346;1.7;27862;1;14686;338;184;332;0.12;0.29;-1;-1;-1;6.814;-73.162;143.17
2019;2;18;2;12;47.349;128282;6.81961;-73.17316;143.346;2.1;32786;1;14686;515;663;225;0.26;0.3;-1;-1;-1;6.826;-73.181;145.9
2020;8;5;12;24;20.357;150398;6.80049;-73.15038;143.346;2.1;53886;1;14686;329;321;131;0.08;0.2;-1;-1;-1;6.797;-73.152;145.11
2016;10;30;5;50;35.04;18849;6.80929;-73.16072;143.347;2.5;6445;1;14686;646;1266;327;0.13;0.19;-1;-1;-1;6.791;-73.15;146.6
2018;8;1;13;46;31.713;120150;6.80217;-73.15175;143.347;1.9;25369;1;14686;359;515;137;0.17;0.17;-1;-1;-1;6.809;-73.161;141.71
2021;5;20;13;59;25.627;160937;6.80422;-73.1745;143.348;2.7;63480;1;14686;132;307;77;0.2;0.26;-1;-1;-1;6.778;-73.196;142.54
2021;6;14;4;7;57.747;161866;6.80422;-73.1745;143.348;3.4;64486;1;14686;106;293;85;0.24;0.13;-1;-1;-1;6.763;-73.181;142.54
2017;9;25;15;18;53.5;27641;6.79665;-73.12219;143.349;1.6;16324;1;14686;366;509;342;0.17;0.26;-1;-1;-1;6.78;-73.116;141.8
2019;7;3;18;26;25.282;133996;6.79175;-73.18075;143.349;1.9;39024;2;2607;47;59;9;0.11;0.91;-1;-1;-1;6.794;-73.182;144.99
2020;5;16;4;37;42.354;147168;6.81863;-73.16065;143.349;2.3;50796;1;14686;260;397;124;0.19;0.34;-1;-1;-1;6.833;-73.185;141.94
2017;7;24;8;49;57.474;26000;6.79862;-73.15794;143.35;1.8;14571;1;14686;468;698;181;0.13;0.16;-1;-1;-1;6.788;-73.15;144.6
2018;1;2;13;44;37.933;30234;6.82291;-73.1739;143.35;2.2;19545;9;300;47;56;50;0.18;0.13;-1;-1;-1;6.839;-73.175;144.5
2018;8;31;8;30;35;121147;6.685;-73.207;143.35;1.9;25953;25952;1;0;0;0;0;0;-1;-1;-1;6.685;-73.207;143.35
2018;11;29;8;34;38;124646;6.759;-73.288;143.35;1.6;29695;29694;1;0;0;0;0;0;-1;-1;-1;6.759;-73.288;143.35
2019;4;27;0;3;50;131457;6.762;-73.184;143.35;1.9;35479;35478;1;0;0;0;0;0;-1;-1;-1;6.762;-73.184;143.35
2019;4;10;13;31;22;130792;6.813;-73.183;143.35;1.4;35705;35704;1;0;0;0;0;0;-1;-1;-1;6.813;-73.183;143.35
2019;8;3;8;18;53;135152;6.768;-73.173;143.35;1.5;39480;39479;1;0;0;0;0;0;-1;-1;-1;6.768;-73.173;143.35
2019;8;6;10;32;39.834;135236;6.79991;-73.15142;143.35;1.9;39527;1;14686;300;291;191;0.13;0.14;-1;-1;-1;6.785;-73.149;142.36
2019;9;20;3;50;36;136867;6.775;-73.176;143.35;1.5;40807;40806;1;0;0;0;0;0;-1;-1;-1;6.775;-73.176;143.35
2020;3;17;0;34;2;144399;6.826;-73.17;143.35;1.5;48879;3419;1;0;0;0;0;0;-1;-1;-1;6.826;-73.17;143.35
2020;4;15;13;37;21;145832;6.83;-73.184;143.35;2.1;49494;13449;1;0;0;0;0;0;-1;-1;-1;6.83;-73.184;143.35
2020;6;5;1;36;14;147958;6.807;-73.138;143.35;2;51586;6356;1;0;0;0;0;0;-1;-1;-1;6.807;-73.138;143.35
2020;8;4;7;18;41;150349;6.81;-73.16;143.35;1.6;53846;13806;1;0;0;0;0;0;-1;-1;-1;6.81;-73.16;143.35
2020;8;22;17;41;46;150974;6.805;-73.166;143.35;1.6;54344;13585;1;0;0;0;0;0;-1;-1;-1;6.805;-73.166;143.35
2021;4;26;5;50;40;159998;6.815;-73.233;143.35;1.7;62868;31433;1;0;0;0;0;0;-1;-1;-1;6.815;-73.233;143.35
2021;5;23;20;13;43;161054;6.759;-73.149;143.35;1.7;63970;19337;1;0;0;0;0;0;-1;-1;-1;6.759;-73.149;143.35
2021;12;26;11;40;25;168925;6.807;-73.177;143.35;1.2;71487;41283;1;0;0;0;0;0;-1;-1;-1;6.807;-73.177;143.35
2019;3;27;1;21;29.042;130121;6.774;-73.14587;143.351;1.5;34701;1490;2;1;2;1;0;0;-1;-1;-1;6.78;-73.138;143.77
2021;2;21;9;35;46.331;157893;6.81695;-73.10698;143.351;2.2;60658;20;76;7;17;5;0.23;0.21;-1;-1;-1;6.79;-73.105;144.53
2017;4;11;4;23;53.461;23773;6.80972;-73.16987;143.352;0.9;12794;1;14686;196;21;216;0.08;0.15;-1;-1;-1;6.814;-73.154;143.1
2020;12;19;20;50;14.979;155503;6.85786;-73.12069;143.352;2.3;58418;463;4;3;8;5;0.02;0;-1;-1;-1;6.853;-73.119;143.74
2019;3;31;5;1;45.467;130307;6.80877;-73.16169;143.353;1.7;34286;1;14686;302;283;247;0.11;0.22;-1;-1;-1;6.804;-73.188;140.61
2019;3;13;15;47;34.136;129443;6.82097;-73.1766;143.353;1.8;34497;3;1249;45;45;23;0.19;0.29;-1;-1;-1;6.851;-73.207;143.34
2018;5;5;0;14;21.452;117760;6.7997;-73.1565;143.354;1.8;22990;1;14686;371;751;122;0.14;0.21;-1;-1;-1;6.791;-73.161;142.9
2019;3;1;2;19;51.801;128761;6.79848;-73.15797;143.354;1.9;33527;1;14686;615;949;376;0.24;0.21;-1;-1;-1;6.813;-73.12;144.74
2020;1;2;20;18;4.632;141266;6.8033;-73.1583;143.355;1.8;45294;1;14686;369;300;214;0.1;0.21;-1;-1;-1;6.811;-73.174;146.47
2016;6;10;17;28;32.098;15512;6.80539;-73.15414;143.356;2.4;3077;1;14686;376;413;237;0.19;0.15;-1;-1;-1;6.805;-73.156;141.7
2020;5;31;9;49;47.83;147754;6.79441;-73.15092;143.356;2.1;51278;1;14686;128;178;19;0.23;0.29;-1;-1;-1;6.789;-73.18;143.35
2020;10;13;4;1;34.21;152949;6.79441;-73.15092;143.356;2.3;56100;1;14686;162;165;114;0.37;0.32;-1;-1;-1;6.795;-73.168;143.48
2016;6;28;9;27;47.776;15880;6.78898;-73.11779;143.357;1.7;3279;81;18;4;5;2;0.08;0.23;-1;-1;-1;6.775;-73.111;145.3
2019;9;8;19;58;21.998;136392;6.79262;-73.13992;143.357;2.2;40569;1;14686;133;185;44;0.22;0.2;-1;-1;-1;6.757;-73.137;143.16
2016;7;12;23;32;7.826;16171;6.79791;-73.14768;143.358;2.3;3773;1;14686;352;835;168;0.18;0.19;-1;-1;-1;6.798;-73.09;143.7
